Campaign_ID,Customer_ID,Date,Channel,Product,Campaign_Type,Location,Customer_Segment,Customer_Age,Marketing_Spend,Impressions,Clicks,Leads,Conversions,Revenue,Purchase_Frequency,Customer_Lifetime_Value
CMP_098,CUST_0131,2026-06-20,Google Ads,Personal Care,Product Launch,Hyderabad,Premium,33,37288.12155796628,103816,4540,1992,142,225433.10009224524,10,34011.41746413754
CMP_013,CUST_1165,2026-04-06,Meta Ads,Personal Care,Conversion,Delhi,Regular,64,80884.40739849821,180015,6391,2496,122,126905.41149818098,9,17059.124908914415
CMP_003,CUST_1453,2026-05-22,Google Ads,Packaged Foods,Seasonal,Mumbai,Regular,41,33215.27326321381,82742,4096,1421,102,99668.79260012884,4,5152.5390812306805
CMP_124,CUST_0710,2026-01-11,Meta Ads,Home Care,Seasonal,Kolkata,Budget,63,90853.7768816507,203511,6016,2349,142,109338.47986423908,10,5938.697973271155
CMP_003,CUST_0054,2026-02-16,Google Ads,Snacks,Awareness,Mumbai,Regular,20,25550.782188472585,87795,4324,1474,172,226797.3550739213,3,3899.1116080036663
CMP_101,CUST_1291,2026-04-15,Email,Beverages,Awareness,Hyderabad,Regular,28,42161.12777763608,200694,14599,8004,859,1262790.4745788802,11,17577.513703499688
CMP_037,CUST_1340,2026-06-25,YouTube,Personal Care,Seasonal,Delhi,Regular,51,69909.58254766162,481725,9610,4018,177,128997.58532215565,8,10570.46603275707
CMP_059,CUST_0816,2026-06-18,Email,Beverages,Retargeting,Hyderabad,Premium,59,36730.8434807976,184792,12724,7107,807,1576536.3105588604,10,37022.22719314487
CMP_077,CUST_0295,2026-08-12,Email,Snacks,Product Launch,Delhi,Regular,36,12989.33132445854,57040,3884,1483,150,167804.44712486566,7,15051.340357807141
CMP_037,CUST_0989,2026-07-15,Meta Ads,Packaged Foods,Product Launch,Pune,Regular,31,21506.580154218846,57445,1917,796,53,54776.06273532142,4,6843.150697619674
CMP_139,CUST_1057,2026-05-14,YouTube,Home Care,Product Launch,Pune,Premium,46,40324.18527767884,103342,2031,1179,27,28279.507430567122,11,13089.996656139194
CMP_081,CUST_1406,2026-08-24,Meta Ads,Packaged Foods,Retargeting,Bangalore,Budget,52,7973.719806014044,22068,478,173,10,7499.539940923153,1,1287.7876821188281
CMP_145,CUST_1333,2026-01-08,YouTube,Snacks,Product Launch,Bangalore,Regular,63,78237.57524118494,196193,4302,1273,46,36771.05254783791,9,5414.135308534737
CMP_063,CUST_0726,2026-04-27,Google Ads,Packaged Foods,Product Launch,Hyderabad,Premium,42,61075.07419413413,232249,13528,5254,403,646298.0960675655,1,3592.961486728741
CMP_076,CUST_0889,2026-02-15,Google Ads,Personal Care,Retargeting,Mumbai,Premium,50,18537.076575643754,65126,3591,1601,135,206729.6345976425,9,18658.419190538192
CMP_103,CUST_0194,2026-06-15,Google Ads,Home Care,Product Launch,Delhi,Regular,23,58916.380584848026,169532,6975,2152,168,202774.84998917274,9,23676.4521042813
CMP_084,CUST_1342,2026-04-21,Google Ads,Snacks,Product Launch,Delhi,Regular,59,82408.38580591866,562753,25758,13807,1230,1399327.9800862963,11,24589.68233660938
CMP_122,CUST_1171,2026-02-24,YouTube,Packaged Foods,Seasonal,Mumbai,Premium,36,49667.34630618318,135847,2641,700,24,20832.42398967453,6,8291.979293354889
CMP_035,CUST_0445,2026-04-03,Google Ads,Personal Care,Retargeting,Hyderabad,Regular,45,44747.97992342701,239062,10214,5988,470,553224.9938543658,4,7296.239716559773
CMP_117,CUST_0866,2026-08-16,Meta Ads,Beverages,Retargeting,Mumbai,Regular,47,87975.20761775775,210854,4776,2184,107,105981.88043460979,7,11814.509110853738
CMP_041,CUST_0318,2026-04-21,LinkedIn,Snacks,Seasonal,Kolkata,Regular,22,61327.247984019275,197062,4419,2113,103,165872.56623547894,1,2960.8660391341095
CMP_118,CUST_0270,2026-03-21,YouTube,Home Care,Retargeting,Delhi,Budget,54,54378.52511282168,235189,4520,1523,68,33003.438728072804,5,4800.85389283917
CMP_134,CUST_0620,2026-09-08,Google Ads,Beverages,Product Launch,Hyderabad,Budget,22,15632.363842784149,74789,3389,1958,125,103977.80867710523,1,1371.3968191854703
CMP_043,CUST_0126,2026-08-05,LinkedIn,Packaged Foods,Conversion,Hyderabad,Premium,62,65716.39409247253,161698,4647,1956,40,65053.10118803107,4,15104.557162691384
CMP_008,CUST_0669,2026-01-05,Meta Ads,Packaged Foods,Conversion,Kolkata,Premium,21,96517.94911793791,472545,13957,4681,252,345502.2779621017,1,2212.5590101292505
CMP_063,CUST_1185,2026-06-18,LinkedIn,Home Care,Seasonal,Mumbai,Regular,62,99367.0090490697,269798,6479,1867,60,80725.55407290273,11,22155.099554263597
CMP_076,CUST_0711,2026-05-23,LinkedIn,Beverages,Seasonal,Pune,Premium,63,71069.3846355369,286311,5490,2089,94,188534.0369850475,10,39517.73325616169
CMP_117,CUST_1245,2026-06-03,Google Ads,Personal Care,Seasonal,Delhi,Regular,61,15347.242475439487,90722,3083,1285,102,124699.80937265376,11,20401.786105223327
CMP_025,CUST_0715,2026-02-20,Email,Personal Care,Seasonal,Hyderabad,Budget,64,10725.40207750828,25038,1776,746,80,71816.36157931502,3,5027.581379662752
CMP_077,CUST_0644,2026-03-31,Meta Ads,Packaged Foods,Conversion,Delhi,Premium,59,16579.178867010018,92219,2364,1025,65,82809.96889081743,8,23687.40368642577
CMP_047,CUST_0891,2026-05-21,YouTube,Beverages,Product Launch,Kolkata,Regular,43,62153.12291390146,159231,3048,988,28,20447.647137874977,11,17546.87035129516
CMP_089,CUST_0146,2026-06-13,Meta Ads,Personal Care,Product Launch,Hyderabad,Budget,54,19221.876955910986,73958,2069,1146,45,27715.853667827752,3,3709.921219235628
CMP_002,CUST_1344,2026-09-20,Instagram,Snacks,Awareness,Chennai,Premium,56,71038.73263452141,280314,12279,6045,251,303125.0810312174,4,4340.391321600948
CMP_123,CUST_1094,2026-07-15,Google Ads,Packaged Foods,Retargeting,Mumbai,Premium,61,47028.9439656636,119207,4945,2344,179,289218.99424319237,10,20286.633295154206
CMP_035,CUST_0354,2026-04-26,LinkedIn,Snacks,Product Launch,Delhi,Regular,33,10713.522547074595,35062,746,326,11,15517.499346431618,1,1836.030397880747
CMP_104,CUST_0630,2026-01-05,YouTube,Personal Care,Seasonal,Pune,Budget,33,75032.12137568809,200815,4482,1266,33,21395.883103867905,6,3614.0068183014
CMP_066,CUST_0361,2026-09-15,Email,Packaged Foods,Awareness,Pune,Regular,60,94010.99318795097,310518,21681,8813,675,988695.4420898827,6,13223.835867685586
CMP_042,CUST_0678,2026-03-23,YouTube,Snacks,Product Launch,Pune,Premium,52,64655.255013400405,188763,4779,1431,48,46796.200903167526,2,2149.4260327321977
CMP_025,CUST_0793,2026-09-10,Instagram,Snacks,Product Launch,Delhi,Regular,42,86891.37581589914,204686,9812,5079,231,194294.61992608279,5,4279.7298078801105
CMP_068,CUST_1197,2026-01-12,Email,Snacks,Product Launch,Mumbai,Budget,19,96753.10530955589,368268,29746,12012,772,669912.6721069629,7,6946.027267716481
CMP_089,CUST_0642,2026-09-24,Instagram,Home Care,Retargeting,Delhi,Regular,24,76654.08671266699,236270,7527,2331,67,53697.33453364368,1,1416.1149751764463
CMP_052,CUST_0420,2026-05-04,Google Ads,Home Care,Product Launch,Hyderabad,Premium,24,85561.50909869313,238316,10028,4802,454,686711.1890148686,5,10825.9016523365
CMP_079,CUST_0661,2026-05-18,Email,Snacks,Retargeting,Kolkata,Regular,49,69692.60858763324,381669,23513,12744,1744,1902302.5267210375,4,7156.972825026197
CMP_052,CUST_0183,2026-04-27,Google Ads,Packaged Foods,Retargeting,Pune,Premium,38,51382.90801706893,303115,16030,6678,420,630439.9323091848,10,34400.67797229622
CMP_130,CUST_0572,2026-02-17,Google Ads,Beverages,Awareness,Mumbai,Premium,40,29193.709094374863,73445,4374,2102,158,249852.03294728865,8,27326.150859451394
CMP_008,CUST_0845,2026-07-19,Email,Packaged Foods,Awareness,Pune,Premium,45,13055.241524351306,36632,2577,911,123,224474.633111106,3,5548.428467218963
CMP_112,CUST_1244,2026-08-11,Email,Home Care,Conversion,Chennai,Budget,53,79336.0678335741,406459,31485,18448,1959,1768197.2436907587,11,25430.10483657235
CMP_011,CUST_0522,2026-09-28,LinkedIn,Home Care,Seasonal,Pune,Regular,47,15526.756407081668,48900,1178,521,18,22863.691128923958,4,5636.69310238474
CMP_032,CUST_1246,2026-04-29,Instagram,Beverages,Seasonal,Bangalore,Regular,40,88530.52269979463,431262,19914,6519,409,363375.81874712324,11,12567.351037921031
CMP_013,CUST_1490,2026-09-15,LinkedIn,Personal Care,Awareness,Chennai,Premium,60,17514.23347818338,48708,1121,478,29,60646.198434023376,5,17043.93564722019
CMP_108,CUST_1391,2026-05-08,Instagram,Personal Care,Seasonal,Chennai,Budget,59,46211.04866420332,266992,11204,5709,320,187248.3061229191,2,1462.2472380581382
CMP_112,CUST_1037,2026-03-27,Meta Ads,Home Care,Retargeting,Bangalore,Regular,64,85564.54015742333,215425,7264,3540,231,185789.81835115733,4,7299.074141800751
CMP_054,CUST_0871,2026-07-21,LinkedIn,Personal Care,Conversion,Kolkata,Regular,21,63860.98705868486,269100,6170,2929,187,273978.83279473113,8,20450.4051719965
CMP_049,CUST_1343,2026-07-30,Meta Ads,Snacks,Retargeting,Pune,Budget,35,10562.338278178024,45863,1519,799,52,35166.92791344606,4,2447.0688214589213
CMP_045,CUST_0161,2026-07-17,YouTube,Personal Care,Retargeting,Mumbai,Regular,27,65436.849647282106,172535,3333,1812,54,42756.63069022166,2,1621.499982973945
CMP_109,CUST_0563,2026-09-02,Instagram,Beverages,Seasonal,Chennai,Premium,22,10332.929824539951,25742,822,338,12,13801.85193421119,4,4713.544224761609
CMP_100,CUST_0809,2026-07-01,YouTube,Snacks,Retargeting,Mumbai,Premium,39,26396.251715506525,161597,3585,1488,47,41192.131070769414,7,8645.78580531876
CMP_070,CUST_0841,2026-08-16,YouTube,Snacks,Conversion,Mumbai,Premium,28,8193.29201741185,58242,741,275,16,13893.738659717026,4,4121.1988157537435
CMP_057,CUST_0165,2026-01-21,Email,Snacks,Conversion,Hyderabad,Regular,58,29370.355932203543,87443,7303,3011,274,333022.0763539074,1,1321.3995110617361
CMP_033,CUST_0593,2026-06-01,YouTube,Snacks,Awareness,Pune,Regular,23,15903.04282757566,39378,752,374,14,9225.34064561941,2,2435.9755321816197
CMP_066,CUST_0842,2026-04-08,Email,Home Care,Conversion,Chennai,Premium,49,86888.75629840586,319616,22337,11736,1534,3086473.595743104,7,26963.575026076353
CMP_120,CUST_0744,2026-08-01,Meta Ads,Packaged Foods,Product Launch,Chennai,Budget,61,67664.78980750052,390371,14491,6452,408,267215.69513559144,1,988.3607995416212
CMP_147,CUST_0709,2026-09-24,Instagram,Packaged Foods,Awareness,Bangalore,Regular,59,24357.813617130465,83218,3314,1498,63,55507.79354436077,4,5944.200709350785
CMP_114,CUST_0040,2026-08-08,Meta Ads,Personal Care,Seasonal,Bangalore,Budget,49,24191.488498236547,133806,4193,1271,84,49851.34476661431,9,13159.215512272454
CMP_021,CUST_0670,2026-09-26,LinkedIn,Beverages,Seasonal,Pune,Premium,43,35686.06384669032,79472,2102,593,14,30112.418170457186,5,23198.592969967227
CMP_134,CUST_0211,2026-03-01,YouTube,Home Care,Awareness,Hyderabad,Regular,43,34863.2607524561,126552,2468,926,46,37922.56929549418,1,905.8394937638296
CMP_082,CUST_1338,2026-03-16,YouTube,Snacks,Awareness,Bangalore,Budget,33,66859.02056375904,205779,4731,1963,77,38729.719566654385,2,1521.7614295131243
CMP_087,CUST_0640,2026-07-10,YouTube,Beverages,Product Launch,Hyderabad,Premium,31,37336.108803334115,91981,1675,458,15,15079.77840323071,4,9238.242860381115
CMP_115,CUST_0646,2026-09-08,Google Ads,Personal Care,Product Launch,Kolkata,Budget,36,5017.897957875281,28543,983,323,16,11815.281049441177,11,13778.865877782526
CMP_131,CUST_1450,2026-07-20,Google Ads,Snacks,Awareness,Bangalore,Regular,55,84748.78640257286,190878,9882,4643,496,549661.8680344399,5,9455.530756629913
CMP_142,CUST_1227,2026-08-15,Google Ads,Beverages,Awareness,Hyderabad,Premium,33,26503.391962441165,73420,2978,1658,145,208680.51087673573,1,1908.2154591830454
CMP_149,CUST_1349,2026-06-21,YouTube,Personal Care,Retargeting,Chennai,Regular,58,15918.634720658849,105440,2192,1184,49,41191.52707182913,3,5213.901584077286
CMP_132,CUST_1479,2026-01-28,Email,Home Care,Retargeting,Chennai,Premium,35,27247.52244747114,71774,5563,3306,236,462773.67067772156,1,1464.078612060959
CMP_093,CUST_0753,2026-05-22,LinkedIn,Snacks,Retargeting,Bangalore,Regular,50,63024.106752197986,296409,7501,1889,57,68855.62765464793,10,22215.876529377245
CMP_126,CUST_0233,2026-09-22,Email,Beverages,Conversion,Bangalore,Regular,63,82584.80666781822,386080,31498,17574,2519,3420792.7824798636,3,5872.555996017479
CMP_076,CUST_0584,2026-04-19,LinkedIn,Home Care,Awareness,Hyderabad,Budget,19,62750.995338616856,282543,6551,2228,94,107613.2485616021,4,6100.609624941154
CMP_084,CUST_1137,2026-08-13,YouTube,Snacks,Seasonal,Bangalore,Budget,26,43402.77431619987,192084,3538,1684,69,34877.10517451768,9,5378.129971217501
CMP_093,CUST_0387,2026-09-15,Instagram,Packaged Foods,Retargeting,Kolkata,Regular,48,6112.128019435886,23574,809,365,6,4554.560881795886,9,15602.901205580569
CMP_146,CUST_0420,2026-04-09,Google Ads,Packaged Foods,Seasonal,Chennai,Budget,58,12373.391249486882,41377,1935,636,61,52979.302739606304,7,7750.474988867781
CMP_034,CUST_0440,2026-06-05,Meta Ads,Personal Care,Awareness,Chennai,Premium,60,45900.28715390972,274759,7861,2390,139,181199.3867591705,11,19998.97330646712
CMP_065,CUST_1055,2026-04-23,Google Ads,Beverages,Seasonal,Delhi,Regular,44,18352.531919944275,65487,2949,1732,129,122152.4193560092,10,16194.620811467497
CMP_030,CUST_0485,2026-05-02,LinkedIn,Personal Care,Seasonal,Pune,Premium,30,16033.201219049934,36819,1016,468,24,54178.19297912934,11,50601.41146076057
CMP_049,CUST_0674,2026-02-11,YouTube,Beverages,Seasonal,Chennai,Premium,18,83547.4225106598,236026,4742,2309,55,57953.406562841665,8,20246.059083226937
CMP_017,CUST_1123,2026-09-09,Email,Snacks,Retargeting,Hyderabad,Budget,36,33546.49163204107,147443,11459,5795,786,809685.3614618493,11,24193.876147993527
CMP_139,CUST_0476,2026-01-05,Instagram,Home Care,Product Launch,Chennai,Premium,53,80450.01294219351,381273,13095,7769,293,355064.51918976544,6,11622.947499898259
CMP_082,CUST_0604,2026-06-24,LinkedIn,Personal Care,Retargeting,Mumbai,Budget,30,77630.14049219817,251015,7372,4147,160,169161.160455722,7,6118.855599899902
CMP_138,CUST_0320,2026-05-06,LinkedIn,Home Care,Retargeting,Bangalore,Regular,47,66224.6763264982,169574,5011,2179,72,88848.57280309626,7,8575.73785672267
CMP_037,CUST_0141,2026-08-20,YouTube,Beverages,Seasonal,Mumbai,Budget,31,94023.6477035855,240324,4936,2443,85,52742.07968755653,4,3357.182320905526
CMP_034,CUST_0045,2026-03-02,LinkedIn,Personal Care,Retargeting,Bangalore,Regular,19,14589.413997864542,35868,800,435,18,25638.25217860187,2,5620.123868567323
CMP_120,CUST_1051,2026-04-28,YouTube,Snacks,Retargeting,Pune,Regular,40,35542.09161854879,128207,2808,1664,45,39184.78538563502,10,13469.77605278237
CMP_110,CUST_1012,2026-02-22,LinkedIn,Packaged Foods,Product Launch,Delhi,Regular,35,81376.05821748942,269167,5562,2899,131,174137.5540250173,8,20946.778548818664
CMP_093,CUST_1178,2026-04-06,Instagram,Beverages,Product Launch,Mumbai,Budget,21,61381.14748271379,147696,4419,1631,114,83815.4811007652,4,5972.711226465298
CMP_112,CUST_0691,2026-07-05,Instagram,Home Care,Retargeting,Mumbai,Regular,41,9017.716176154714,29438,900,305,21,16314.588211013985,11,22592.532189389618
CMP_140,CUST_1317,2026-04-11,Google Ads,Beverages,Seasonal,Hyderabad,Budget,24,52364.22595304237,211924,9432,2724,255,179030.9001617038,9,8288.075317571514
CMP_016,CUST_0649,2026-06-15,Email,Home Care,Product Launch,Pune,Regular,35,49866.771395483265,121492,10696,4949,439,591593.0614966669,3,5012.124316491356
CMP_065,CUST_0356,2026-01-21,YouTube,Packaged Foods,Seasonal,Hyderabad,Regular,39,32303.911664230076,133835,1976,1071,35,25411.86221094104,1,758.5697087256506
CMP_102,CUST_0017,2026-09-25,Meta Ads,Personal Care,Awareness,Bangalore,Budget,64,61537.50911603974,499189,16184,6986,407,307938.4234770562,1,1138.1872146831245
CMP_134,CUST_1415,2026-08-12,Meta Ads,Packaged Foods,Retargeting,Chennai,Premium,24,32864.31802415365,87606,1776,675,36,47075.63687573508,4,10886.416552540979
CMP_045,CUST_1238,2026-02-28,Google Ads,Personal Care,Awareness,Pune,Premium,43,33776.9942391533,238404,9532,3997,243,314032.4605818393,8,28543.260348424687
CMP_032,CUST_0540,2026-08-21,Email,Packaged Foods,Conversion,Bangalore,Budget,25,24473.21490504756,68083,6127,3348,393,439759.1387774102,8,17556.867289909067
